filepath,duration,analyse_formants,analyse_zero_crossing,analyse_harmonics,get_number_sylls,get_number_words,pauses,analyse_pitch,analyse_pitch_range,analyse_shimmer,analyse_jitter,spectral_slope,analyse_mfcc,mean_spectral_rolloff,get_energy,label
batmanc_26,1.240816327,"[504.489137765556, 1723.8579464525683, 2574.3771461724177, 3491.8356457188765]",0.094789858,6.411566337,3.223684211,3.223684211,0.805921053,98.36785304,70.88187926,0.092879826,0.028457647,-0.134822917,-9.540295,1017.443848,0.020802295,batmanc
batmanc_27,2.227664399,"[636.0306721494225, 1688.3004487191718, 2607.310740502781, 3499.92880863427]",0.118835449,2.542707521,6.284609121,4.937907166,0.448900651,86.13047839,46.04377858,0.150268928,0.035294583,-0.109882333,-4.9645944,1566.428375,0.03413883,batmanc
batmanc_28,3.049070295,"[658.1293674364078, 1739.9545990814015, 2656.0985099324575, 3667.1866298225027]",0.148866596,4.633258752,5.575470014,3.607657068,0.327968824,89.38005833,274.8426726,0.115334095,0.029000953,-0.135474403,-8.68643,1785.869252,0.062009367,batmanc
batmanc_29,2.54984127,"[588.2308170341006, 1536.4304852581827, 2419.7111073088777, 3297.5833730387526]",0.112584339,5.014357757,5.490537849,4.313994024,0.78436255,94.83253201,522.2257814,0.108670106,0.033160132,-0.093812217,-8.595024,1296.005194,0.037894544,batmanc
batmanc_3,3.757278912,"[661.7598553754624, 1689.399419398641, 2581.4903797662178, 3367.730855455677]",0.142801167,2.218140166,4.790701043,3.992250869,0.798450174,89.44293629,368.5566389,0.129642704,0.034987161,-0.096462917,-9.214178,1666.829427,0.049127748,batmanc
batmanc_30,1.731337868,"[569.4582242404364, 1733.7033324342, 2614.30736577843, 3570.3726993310843]",0.093769531,6.150602716,7.508644174,5.198292121,1.155176027,102.443318,61.96850594,0.160658126,0.037891054,-0.156204656,-6.693728,1191.93457,0.03297346,batmanc
batmanc_31,2.538231293,"[621.5248191136718, 1672.1077208794338, 2598.932283708444, 3582.1715267758805]",0.137797408,5.462688516,5.90962693,4.333726415,1.181925386,92.46008491,51.13714997,0.148004268,0.027696801,-0.15805325,-7.5783734,1542.266735,0.049683351,batmanc
batmanc_32,2.813968254,"[528.1253064235929, 1474.2310031226011, 2416.3071365453925, 3461.7804153376915]",0.088739114,2.73998501,6.041290614,2.842960289,0.710740072,89.03167168,149.2318801,0.124949908,0.034331981,-0.12206368,-4.286137,1136.317719,0.041710662,batmanc
batmanc_33,2.503401361,"[625.0798178807042, 1679.7992351372488, 2509.3319780472116, 3432.80956814921]",0.098103841,3.244460901,4.394021739,4.793478261,1.198369565,88.98984671,71.03929411,0.151460501,0.03849586,-0.12145543,-4.7124233,1273.250326,0.040735754,batmanc
batmanc_34,2.448253968,"[586.3728655000226, 1465.1775122007919, 2479.2175775557503, 3326.2281449969564]",0.098794037,3.267196046,4.492997925,2.859180498,1.633817427,90.4724304,518.3586913,0.152916644,0.028977249,-0.065599219,-9.772223,1143.088056,0.027507504,batmanc
batmanc_35,2.398911565,"[627.2544378701411, 1716.942727342196, 2556.766467134142, 3441.2675831564015]",0.133976863,2.90960344,5.002268603,3.751701452,0.833711434,86.26900154,140.8957375,0.125499786,0.030637508,-0.12964296,-4.350713,1611.573909,0.040410458,batmanc
batmanc_36,5.350748299,"[600.4836606316237, 1693.8514808203934, 2569.505090620957, 3507.256873884341]",0.129688346,5.598226194,5.793582181,3.36401546,0.747558991,87.27898085,381.5685308,0.106287563,0.027079922,-0.092576775,-7.787162,1532.632724,0.068400058,batmanc
batmanc_37,6.355011338,"[709.1617253541141, 1747.4491032416147, 2621.799999692066, 3631.058371653355]",0.167295136,3.749355578,5.350108472,3.776547157,1.101492921,90.49513752,456.0022158,0.102614401,0.029070018,-0.132825575,-7.139192,1881.01174,0.121956905,batmanc
batmanc_38,6.233106576,"[699.5656983553114, 1738.8104680005283, 2542.3773652969826, 3536.697648510934]",0.131837753,2.72514321,4.652575669,3.369106519,1.443902794,89.82468394,295.6168505,0.106929212,0.031573951,-0.104664739,-7.2834973,1528.897446,0.090319844,batmanc
batmanc_39,4.67446712,"[571.9094239437727, 1701.4414325919088, 2551.8872448458724, 3511.8958763621]",0.134238668,4.207280266,5.13427507,3.850706302,0.855712512,99.76733625,136.5641015,0.12277771,0.036093557,-0.134516179,-7.2250695,1218.118377,0.078432228,batmanc
batmanc_4,2.755918367,"[588.4802224406728, 1636.4433123345189, 2603.8164870205383, 3559.226128112126]",0.111319919,4.315952451,4.717120853,3.628554502,0.36285545,93.35267464,69.05705722,0.123467528,0.0330293,-0.193511334,-4.1322093,1404.815315,0.074551772,batmanc
batmanc_40,3.56861678,"[643.4623505470813, 1665.563320825899, 2546.995979431127, 3496.181116006031]",0.14438857,2.584919414,5.043971126,3.0824268,0.840661854,100.734715,466.1984409,0.131517507,0.034579071,-0.118976353,-7.608801,1423.358709,0.058898218,batmanc
batmanc_41,2.738503401,"[632.6715754352759, 1659.9818322820963, 2519.0998787106237, 3550.282260751802]",0.130371094,5.202532127,6.20777027,3.286466614,0.730325914,87.10583582,56.59830018,0.10059239,0.03519035,-0.166899397,-3.945584,1474.294475,0.061071685,batmanc
batmanc_42,1.647165533,"[797.726685158063, 1861.9525972013766, 2693.8066428566804, 3609.984449018049]",0.167088468,0.293932175,4.24972467,3.642621145,0.607103524,100.1244699,139.2550142,0.106404836,0.033276581,-0.090062821,-6.714884,2107.221061,0.025685394,batmanc
batmanc_43,1.960634921,"[732.4862020188802, 1933.3528578678877, 2704.0227695727185, 3563.31916651603]",0.145731847,3.387281679,6.120466321,3.570272021,1.02007772,104.1434394,59.19405929,0.107839355,0.031036187,-0.101784506,-6.1254706,1948.501551,0.031521049,batmanc
batmanc_44,3.498956916,"[815.9263023812583, 1985.0317335870811, 3073.3104881365143, 3901.017623007009]",0.137388116,1.893424854,5.144390294,2.572195147,0.857398382,99.91156466,381.2062218,0.169201507,0.031967291,-0.054906237,-8.44811,1784.189873,0.035539619,batmanc
batmanc_45,3.606349206,"[655.6484660016671, 1673.2591440581302, 2509.685253072432, 3538.1200849264133]",0.15629069,6.787508975,2.772887324,3.050176056,0.831866197,88.97597627,362.6139527,0.086343094,0.035609149,-0.137911381,-7.495136,1567.092661,0.064652653,batmanc
batmanc_46,2.924263039,"[635.7522808324812, 1640.6463771104843, 2609.733733792883, 3490.4880027920176]",0.112095424,2.857117863,3.419665012,3.761631514,1.025899504,80.09894292,15.41974406,0.130142289,0.027390556,-0.125184439,-6.410625,1252.172852,0.048613511,batmanc
batmanc_47,5.133061224,"[628.2486259258968, 1646.7327222055935, 2449.126168420211, 3459.237672003829]",0.152176591,2.280013809,4.870388041,4.285941476,0.974077608,90.42734851,478.2673393,0.151146404,0.030958335,-0.101460096,-8.208137,1427.738664,0.07042652,batmanc
batmanc_48,1.417868481,"[637.311467721122, 1687.7847180454512, 2586.5035986799694, 3439.3665654683555]",0.13328503,5.075768897,6.347556295,4.936988229,0.705284033,111.0676029,72.60274029,0.161568302,0.041430128,-0.183244379,-7.0351863,1558.205094,0.032458574,batmanc
batmanc_49,1.673287982,"[951.8559415099259, 2151.0729874059134, 3014.5615688901935, 3962.2917967784415]",0.238809664,1.418353764,1.195251518,1.195251518,1.195251518,200.7898747,356.3465969,0.170281204,0.022305733,-0.065004141,-13.782176,2714.216008,0.028466487,batmanc
batmanc_5,3.780498866,"[740.8893662180822, 1730.045826851294, 2728.007973784536, 3627.647008186185]",0.183420006,2.737392014,5.290307102,2.645153551,1.322576775,96.25541345,142.0118244,0.111868659,0.032664773,-0.105959263,-6.7789674,2309.403009,0.066022095,batmanc
batmanc_50,0.848979592,"[924.0590013169891, 1749.036655304307, 3004.387662725932, 3737.1820686200604]",0.238967483,2.824186563,2.355769231,1.177884615,3.533653846,97.73596065,9.134834224,0.051119482,0.014736455,-0.126333775,-6.6820307,3035.308673,0.025230333,batmanc
batmanc_51,3.356734694,"[551.4637586511027, 1767.8547880348083, 2650.0291814269162, 3446.796977035109]",0.118093346,5.371243712,4.170719844,2.979085603,0.893725681,89.62910684,457.9512463,0.147790776,0.025480089,-0.172203962,-12.470873,1441.907833,0.068590287,batmanc
batmanc_52,0.976689342,"[562.0538204455883, 1392.661512279784, 2567.38498023257, 3432.9553878606]",0.092603107,8.199167529,3.07160104,3.07160104,1.023867013,137.1881949,104.294329,0.132226273,0.028445812,-0.309444289,-7.5676484,1063.64008,0.036038503,batmanc
batmanc_53,1.261133787,"[644.2494880762551, 1724.2592849405473, 2473.7863712262774, 3462.4543551341935]",0.113370028,6.341634294,3.964686421,3.964686421,1.585874568,150.9980451,71.92870626,0.103813426,0.034974858,-0.14177079,-9.112298,1430.1962,0.021841044,batmanc
batmanc_54,4.073650794,"[671.3673199326325, 1747.237406956599, 2687.424879618122, 3682.1830169879076]",0.165305398,6.075524263,4.909600998,3.191240648,0.9819202,97.02502182,521.4296718,0.110893691,0.030560743,-0.123116289,-8.606876,1842.128823,0.066449457,batmanc
batmanc_55,2.680453515,"[657.9530107829568, 1566.924470662981, 2720.4383598206014, 3502.5384613356473]",0.133086106,4.839080718,5.222996751,4.103783162,0.373071197,94.25435849,154.4454644,0.130207752,0.025380357,-0.156757338,-7.4413896,1421.005775,0.056885882,batmanc
batmanc_56,3.040362812,"[719.5158028208915, 1736.5244693356958, 2701.088979381127, 3740.242364472433]",0.147006202,4.260088884,6.249254177,3.946897375,0.657816229,94.84938137,73.75137911,0.127894071,0.033098346,-0.121853934,-5.9295325,1734.409105,0.052554708,batmanc
batmanc_57,3.469931973,"[624.2691529424745, 1603.8759356870835, 2735.23625391425, 3655.071346036808]",0.121871745,7.224180576,6.051991844,2.881900878,0.864570263,90.00273523,147.042589,0.1107607,0.024908426,-0.185416644,-5.5081525,1403.390625,0.083153523,batmanc
batmanc_58,3.063582766,"[660.649381860997, 1646.4450817549798, 2660.56279531278, 3511.788173679861]",0.13770641,2.024172453,3.264152061,3.264152061,0.979245618,79.90074331,15.09133117,0.14854698,0.03043501,-0.085288518,-7.7207284,1609.770064,0.039841086,batmanc
batmanc_59,2.246666667,"[717.7519406044348, 1811.6187267478708, 2608.8095148512703, 3392.2280354403842]",0.138395014,1.860084823,7.121661721,4.005934718,0.445103858,80.2341728,508.3628914,0.101847398,0.027689451,-0.105812283,-2.9984949,1864.287009,0.035812743,batmanc
batmanc_6,9.822675737,"[702.3565816798534, 1630.134047919404, 2605.238903917298, 3540.268788741738]",0.137451172,2.666665174,4.479431183,2.952352371,0.509026271,82.69537395,522.9266881,0.130247439,0.030838784,-0.118750597,-5.680383,1647.594754,0.169930065,batmanc
batmanc_60,3.532018141,"[707.4986359292552, 1754.0463129282482, 2868.837831595933, 3804.289883204912]",0.109502655,2.191123679,5.37936082,4.529988059,0.849372761,93.14573453,522.4420329,0.144215611,0.033710377,-0.135359683,-3.8938656,1272.851563,0.068685469,batmanc
batmanc_61,3.58,"[712.3742494849369, 1785.2017423770797, 2831.474567238146, 3832.165004944832]",0.125532384,1.821754073,5.586592179,3.631284916,0.279329609,147.3596586,522.4760976,0.12660124,0.027807601,-0.126627045,-3.3053672,1527.468183,0.065405457,batmanc
batmanc_62,3.924036281,"[701.727839070088, 1650.3288535438026, 2563.672833469727, 3483.537905483178]",0.123980099,3.133416346,5.096792834,3.567754984,0.509679283,86.61595492,518.9872355,0.111788697,0.023095737,-0.1657493,-3.1261144,1576.510783,0.093019146,batmanc
batmanc_63,1.606666667,"[669.3572321415805, 1805.5607678676624, 2629.6678448187095, 3500.038950698504]",0.126171875,1.95957093,4.979253112,3.734439834,0.622406639,80.12716731,15.83978342,0.105075858,0.028039188,-0.174396756,-1.7729565,1735.72998,0.042709714,batmanc
batmanc_64,3.169342404,"[616.6023043020828, 1703.7216778924978, 2647.349000709496, 3465.051155820284]",0.108188156,3.313817383,6.625980196,4.417320131,0.631045733,80.94267167,471.6369027,0.102404686,0.024024181,-0.218431985,-1.132143,1448.775911,0.085601288,batmanc
batmanc_65,2.34,"[813.7009588395762, 1938.5913244930478, 2921.9216172636284, 3852.198618570641]",0.183530902,1.999324222,4.700854701,5.128205128,0.854700855,250.9380574,517.43101,0.158612653,0.028015042,-0.108631995,-3.7374368,2180.183516,0.037783115,batmanc
batmanc_66,4.801360544,"[771.5450605599025, 1753.0277763658703, 2671.032147644619, 3460.4955598715833]",0.15868433,1.701487074,4.998583168,3.12411448,0.833097195,78.82474622,428.5407335,0.113240225,0.02615477,-0.089386778,-4.720896,1943.137525,0.068596209,batmanc
batmanc_67,1.118684807,"[784.6444157119855, 1867.9674821617928, 2824.0212349947647, 3723.5902289305536]",0.11589206,1.382522156,4.469534195,4.469534195,1.787813678,452.8645825,503.0003808,0.111049983,0.027302757,-0.106127946,-3.1877496,1590.161133,0.018926429,batmanc
batmanc_68,2.449342404,"[856.8180625150932, 1820.3114093495396, 2644.9053373184975, 3509.232718888737]",0.190973246,0.354971927,5.30754703,4.082728485,1.224818545,486.6194276,502.5763516,0.065118618,0.022857892,-0.077476852,-4.5871105,2270.229354,0.034501512,batmanc
batmanc_69,2.766666667,"[694.3271731121528, 1900.0062497377683, 2700.3203612470606, 3581.3696141305913]",0.165157064,1.703895029,5.060240964,4.698795181,0.722891566,81.29315019,22.69721084,0.106897873,0.030587872,-0.117336004,-3.8425505,2144.258423,0.051474625,batmanc
batmanc_7,3.009342404,"[816.5249332919989, 1862.6173540893415, 2923.111923113496, 3886.8913543960825]",0.130551382,3.175224779,4.319880644,3.655283622,0.664597022,82.62179064,453.5699478,0.112705928,0.025577158,-0.107259107,-4.871869,1587.99091,0.047461123,batmanc
batmanc_70,4.417369615,"[791.5889038210527, 1823.8812831176665, 2664.31161439745, 3477.6512642059797]",0.181571601,1.549416309,4.301202222,3.1693069,0.679137193,84.18346506,523.9989426,0.126630597,0.030637679,-0.06077529,-5.561177,2172.147773,0.044304113,batmanc
batmanc_71,2.222675737,"[748.5456437410002, 1695.8371722312982, 2661.1928884911276, 3516.5573192945767]",0.125706991,1.318070237,4.948990002,3.599265456,0.449908182,521.5384352,512.3668005,0.140498685,0.023947258,-0.053160243,-4.6731744,1665.234375,0.023156092,batmanc
batmanc_72,2.974693878,"[755.2975573912519, 1759.6532152198945, 2649.7292805026245, 3522.5785428675667]",0.138785429,1.959371483,4.70636663,3.025521405,1.008507135,86.3371335,517.2247361,0.114200297,0.026951261,-0.142839212,-3.0156865,1839.002316,0.063720715,batmanc
batmanc_73,1.11600907,"[725.1130138788966, 1661.9733455999467, 2605.92700390329, 3424.313408089111]",0.128647162,1.979817694,5.37630039,3.58420026,0.896050065,79.36712399,6.356072025,0.10568749,0.017977781,-0.174848669,-1.7253445,1796.923828,0.030174411,batmanc
batmanc_74,2.808163265,"[685.1634194927306, 1818.9327795390493, 3000.4447565337946, 2926.1760410806924]",0.104314631,1.668850448,4.629360465,3.917151163,1.424418605,94.16596418,49.78591491,0.126329289,0.028495126,-0.083753722,-10.608822,1443.614411,0.035392473,batmanc
batmanc_75,4.291337868,"[628.4573001960109, 1678.7994186930052, 2619.593101362026, 3549.925431630272]",0.170938028,6.39502332,5.126606358,3.961468549,0.699082685,95.7445023,457.0710363,0.107284393,0.026442207,-0.187922283,-8.44957,1709.561735,0.09959998,batmanc
batmanc_76,2.721088435,"[625.6609961511045, 1620.4014927814103, 2496.03675972421, 3517.0021908684253]",0.12892694,5.76929841,5.145,3.3075,0.735,106.6690788,508.6103889,0.094581531,0.031820106,-0.152377425,-8.085535,1435.242734,0.052377319,batmanc
batmanc_77,3.841451247,"[634.1375847128716, 1686.9150329917172, 2622.42658677687, 3437.610405790879]",0.151337773,4.578666364,4.946047412,3.644455988,0.780954855,93.70086372,73.69784802,0.112860273,0.036939088,-0.102505121,-7.332265,1584.895637,0.054258244,batmanc
batmanc_78,3.562811791,"[591.4491676419716, 1691.8949775091278, 2492.299803376144, 3514.3991622620915]",0.120488154,5.99334768,5.052189409,3.368126273,0.561354379,92.09780317,364.4285297,0.110591929,0.034212508,-0.139464331,-6.7993493,1197.609641,0.060636678,batmanc
batmanc_79,4.349387755,"[641.2318579226148, 1755.1991024940633, 2604.7473411919864, 3454.848052316701]",0.1473077,4.230406,4.598348348,3.218843844,0.91966967,87.10508444,251.0488442,0.102219141,0.031930743,-0.148539674,-6.6722775,1547.928051,0.083691255,batmanc
batmanc_8,3.278684807,"[783.9143661698924, 1761.6362449215767, 2780.563441449275, 3786.466226205477]",0.127871231,3.167643592,5.185005879,3.355003804,0.610000692,83.83267076,468.905927,0.120081169,0.025432871,-0.11398426,-4.528838,1542.884332,0.055469981,batmanc
batmanc_80,2.602086168,"[615.7192506935627, 1713.000344831825, 2615.025835076837, 3680.344848130555]",0.132138413,6.675031321,5.380298383,3.843070273,0.384307027,103.4422752,488.04992,0.1046992,0.03040143,-0.185072763,-7.204164,1529.047981,0.058047071,batmanc
batmanc_81,2.361179138,"[745.7881686370501, 1865.1878333371953, 2733.134888548701, 3749.8085512638486]",0.168983609,4.512656245,4.658689305,3.388137677,0.42351721,91.61756255,401.5092219,0.125575663,0.03226016,-0.167164125,-7.7982554,2138.859289,0.059802222,batmanc
batmanc_82,3.908208617,"[678.3237363892453, 1692.276139874319, 2622.7153735916663, 3606.97350231556]",0.128152159,4.594322027,5.117434088,4.349818975,0.511743409,95.21364725,66.75898229,0.110339427,0.027444848,-0.155890499,-8.928751,1573.134274,0.081960803,batmanc
batmanc_83,4.062040816,"[612.2783588371814, 1626.915244156791, 2598.666597214545, 3300.0595692953916]",0.097374442,7.187538925,5.908360129,4.431270096,0.738545016,94.05378541,443.1223596,0.098775449,0.028637886,-0.236818722,-7.030386,1135.291992,0.11265952,batmanc
batmanc_84,2.036099773,"[700.3830533265865, 1647.583640426104, 2491.543309378147, 3634.8117843881478]",0.133533825,3.954107705,4.420215609,2.946810406,0.491135068,97.05296437,65.832301,0.094262142,0.030199891,-0.163528611,-5.223138,1554.795144,0.045570118,batmanc
batmanc_85,1.398684807,"[603.221241092166, 1436.3262970253536, 2519.922868059065, 3260.0120261579987]",0.076940318,3.628336092,3.57478681,2.859829448,0.714957362,101.4045114,118.7919812,0.140057452,0.026436954,-0.312126865,-2.3234072,1076.130651,0.055626372,batmanc
batmanc_86,1.913333333,"[701.9692914040724, 1654.176183645774, 2626.3998277090095, 3448.4374805343427]",0.128853304,1.670979132,2.613240418,2.613240418,0.522648084,83.03401008,453.8786365,0.11801145,0.022404378,-0.096996335,-4.237194,1612.266154,0.0280997,batmanc
batmanc_87,1.630702948,"[713.1587161832692, 1603.6649685474813, 2743.3644776622896, 3527.744704043164]",0.083042199,2.67307215,4.292627305,3.679394833,0.613232472,102.2902754,473.0025759,0.120040831,0.024664476,-0.138376576,-4.374199,1069.078042,0.028138515,batmanc
batmanc_88,1.286666667,"[648.1747450273612, 1562.090166376419, 2623.3064463480678, 3435.1413237628212]",0.1136649,5.321829079,3.886010363,3.10880829,0.777202073,85.32037855,388.2402905,0.127079067,0.027879579,-0.157346311,-4.439511,1414.27002,0.026325544,batmanc
batmanc_89,2.214693878,"[880.2135268753992, 1973.560747293752, 3000.4864597827655, 3694.200529889222]",0.136912028,2.292917292,4.063767048,3.160707704,0.451529672,95.12697821,501.2518231,0.112619605,0.022596043,-0.147849553,-4.7743144,1691.926575,0.051019123,batmanc
batmanc_9,5.324036281,"[915.3200868137228, 1832.0037502563678, 2771.1609717306706, 3522.6716143997237]",0.182177734,3.726267012,3.005238724,1.878274202,0.751309681,141.6547764,99.83419692,0.14953024,0.033239384,-0.107500581,-8.055536,2264.216309,0.09894839,batmanc
batmanc_90,1.417369615,"[836.573992395751, 1807.1087272344048, 2769.229520379823, 3590.6957294197487]",0.188956968,-0.340816853,4.938725882,2.822129076,0.705532269,494.5483609,390.3253368,0.142185213,0.030396928,-0.047655048,-6.6843467,2320.897256,0.016102348,batmanc
batmanc_91,0.969342404,"[979.4222352461184, 1951.5269883340218, 2711.7848367318147, 3597.1903712066533]",0.227480934,0.397298576,5.158136053,2.063254421,1.031627211,77.9461772,26.04376131,0.160492172,0.054149884,-0.045500728,-5.7436976,2579.626465,0.012812194,batmanc
batmanc_92,1.769342404,"[905.752573289814, 1973.9557719351344, 3026.9137583299894, 3621.3243708561763]",0.153554941,1.472772086,3.391090378,2.825908648,0.56518173,81.69338409,394.8010174,0.078599425,0.022113055,-0.141874821,-4.7299643,1846.542081,0.037682304,batmanc
batmanc_93,1.873333333,"[704.4686407659569, 1766.3613778138972, 2650.1944495304547, 3508.441635703281]",0.122335552,3.499011417,4.804270463,3.202846975,0.533807829,94.67515992,409.1556642,0.131207049,0.032897094,-0.151310496,-4.447701,1518.755425,0.039203396,batmanc
batmanc_94,1.164036281,"[967.0656168355506, 1877.2950546237723, 2696.437824862031, 3490.504890098559]",0.246744792,2.215338556,1.718159504,1.718159504,0.859079752,78.69699586,431.8682347,0.188551728,0.03115233,-0.057991854,-7.524507,2778.627642,0.016255115,batmanc
batmanc_95,2.364036281,"[685.1600570272263, 1704.169681871768, 2703.3719906565093, 3559.9968177673504]",0.093266506,4.237649941,5.49906958,3.807048171,0.423005352,92.80051978,521.6965647,0.110598302,0.021141854,-0.145053351,-3.923485,1160.998535,0.049725651,batmanc
batmanc_96,2.078684807,"[677.3176403909181, 1482.7080284674828, 2522.4941909331437, 3379.0598758836654]",0.091259766,3.703668959,2.405367078,2.886440493,0.962146831,84.44315093,499.0089023,0.124612479,0.029142165,-0.196191109,-3.2653127,1064.816895,0.061658937,batmanc
batmanc_97,1.444036281,"[981.8403335140143, 1849.5877982978016, 2869.5100896071212, 3801.4822763109955]",0.191824777,-0.687617204,4.155020257,2.077510128,2.077510128,441.0043802,493.9252514,0,0,-0.050121871,-6.7860126,2368.652344,0.015854744,batmanc
batmanc_98,1.502675737,"[692.30911939653, 1565.194953376021, 2774.084855454788, 3661.5220877628803]",0.109547776,1.296126675,3.327397839,2.661918271,0.665479568,150.1192538,445.2443301,0.114257693,0.02390551,-0.080907921,-4.630263,1254.888822,0.018006064,batmanc
batmanc_99,1.342675737,"[847.0946384765873, 1751.9414655031337, 2815.9462202855384, 3666.958630422378]",0.109215046,2.079427316,4.468688779,2.979125853,1.489562926,89.69626136,521.0073769,0.106303983,0.024442587,-0.117407742,-4.4713597,1358.262476,0.021580166,batmanc
dwarf_fighter_1,3.657777778,"[597.0574343945211, 1606.3534600890964, 2618.1901931114953, 3446.002133535798]",0.075603244,8.551623357,4.100850547,3.280680437,1.366950182,125.7666211,304.5807384,0.111958596,0.025734921,-0.015080645,-9.307511,1164.700974,0.007369475,dwarf_f
dwarf_fighter_10,3.49814059,"[590.735330480342, 1724.8492699257524, 2607.690432819473, 3507.891996557702]",0.085426583,6.839766645,3.43039386,2.001063085,1.429330775,119.0173672,75.59756325,0.170878428,0.028078017,-0.012268871,-8.273439,1212.989575,0.00632137,dwarf_f
dwarf_fighter_11,3.440090703,"[772.7228399212062, 1783.2368096526602, 2768.1262635416947, 3528.044301834586]",0.05814807,7.746917174,4.360350146,3.197590107,1.162760039,131.2926474,446.1530412,0.140299916,0.031628772,-0.018647445,-7.75854,1183.820358,0.010556594,dwarf_f
dwarf_fighter_12,2.554195011,"[709.3258515391543, 1791.7235295925873, 2679.024702342657, 3363.5873908258372]",0.178759326,2.735741819,3.132102273,1.95756392,0.783025568,103.5172884,497.7166974,0.161980972,0.031521471,-0.034126262,-11.394206,2084.840847,0.016741921,dwarf_f
dwarf_fighter_13,1.811156463,"[944.2368673152994, 1951.8774156095005, 3092.3153946311286, 3828.9372455504]",0.138912925,6.825263693,3.312800481,2.760667067,2.208533654,192.0729931,169.2121627,0.15579793,0.031827337,-0.061732623,-16.381472,1966.335789,0.016915898,dwarf_f
dwarf_fighter_14,4.441451247,"[591.7311048157272, 1724.965904416144, 2626.1470594639163, 3544.5207441474704]",0.127662659,7.395772272,4.052729389,3.377274491,1.576061429,115.9967637,87.89834023,0.129055192,0.022532638,-0.013706788,-7.555594,1829.481125,0.008755324,dwarf_f
dwarf_fighter_15,2.874104308,"[656.3211833939189, 1763.3761679158044, 2637.2513147944283, 3540.530485573301]",0.11738045,7.529775285,5.219017263,3.131410358,1.391737937,124.4732869,97.97245016,0.126663137,0.020798571,-0.024857095,-9.00053,1726.04252,0.010855279,dwarf_f
dwarf_fighter_16,2.136235828,"[766.8596397508256, 1668.6305572067818, 2476.354418473019, 3460.7654578950005]",0.139706191,2.384898184,2.808678668,1.872452446,1.404339334,148.5115771,102.6435828,0.209532814,0.028980548,-0.040458675,-13.42048,1720.109312,0.020371296,dwarf_f
dwarf_fighter_17,2.046893424,"[745.7723826840974, 2150.4441245145576, 2930.8426464247145, 3956.725112103516]",0.075486087,11.2594886,1.954180884,0.977090442,1.465635663,157.558956,120.6760204,0.097328137,0.018498028,-0.073462095,-9.919898,1328.526049,0.01873717,dwarf_f
dwarf_fighter_18,2.786394558,"[829.3982396700379, 1795.363096504564, 2962.0866721519706, 3931.6139325354034]",0.104548683,7.425964198,3.229980469,2.153320313,0.358886719,161.8080979,417.3849025,0.17262114,0.029721506,-0.064096464,-14.125853,1508.391981,0.026491245,dwarf_f
dwarf_fighter_19,2.97569161,"[736.5221443203445, 1821.3113309267237, 2732.4258800787125, 3500.258137795244]",0.1382328,7.923749965,3.024506965,1.680281647,0.672112659,119.9425503,96.15803661,0.118901014,0.023046556,-0.012647003,-9.538635,1774.068859,0.004992922,dwarf_f
dwarf_fighter_2,6.826666667,"[819.1804896435988, 1811.8440371981042, 2908.3206759618593, 3333.963764808516]",0.2168366,5.492650105,2.9296875,2.197265625,1.025390625,105.6696435,382.4499771,0.108088679,0.024602597,-0.053773754,-12.082262,2759.826702,0.061708839,dwarf_f
dwarf_fighter_20,1.9969161,"[865.5725357736792, 1845.62875607467, 2933.5147444417667, 3684.0256443030235]",0.143515401,2.379035642,3.004632994,2.503860828,1.001544331,160.0722986,407.5977255,0.18632802,0.03702648,-0.060833283,-12.297197,1762.876313,0.018886273,dwarf_f
dwarf_fighter_21,1.829206349,"[554.8080135945758, 1505.2067525083155, 2643.729294630398, 3473.822328337484]",0.079138647,8.79941303,2.733425894,2.733425894,2.186740715,130.2192295,101.6257198,0.135065472,0.020841583,-0.013402926,-9.656365,1225.620859,0.003203435,dwarf_f
dwarf_fighter_22,3.482993197,"[633.3618957252617, 1618.1829698338677, 2692.1709160463415, 3407.945539857783]",0.161579056,7.568582942,3.4453125,2.009765625,0.861328125,94.99985643,519.1203419,0.125382314,0.031409139,-0.047388553,-11.36444,1912.533468,0.027175518,dwarf_f
dwarf_fighter_23,2.97569161,"[620.8167182871534, 1598.0052226955868, 2596.093916065398, 3567.075940024985]",0.133119095,9.375015817,3.696619624,2.352394306,1.344225318,112.9589416,104.111198,0.121741731,0.016724071,-0.014724167,-8.985647,1831.32381,0.00592195,dwarf_f
dwarf_fighter_24,6.270022676,"[701.7717511590425, 1873.78981138904, 2757.4283760683056, 3634.463821183306]",0.124407216,8.889803339,2.711313958,2.392335846,1.116423395,112.1232096,507.9844569,0.109898454,0.023183344,-0.006842214,-9.302954,1752.453118,0.006304426,dwarf_f
dwarf_fighter_25,2.507755102,"[928.2340098245024, 1698.4654273961487, 2850.458331949707, 3879.007493557722]",0.138421015,6.363530885,3.987630208,1.993815104,0.797526042,203.7001052,130.6959954,0.133922057,0.020183259,-0.050629461,-15.951996,1720.186846,0.02408884,dwarf_f
dwarf_fighter_26,4.368888889,"[582.6931178786962, 1836.7565705524582, 2787.072424192943, 3750.695576734024]",0.136912512,9.194028562,2.517802645,2.746693795,1.144455748,116.7699372,398.6641561,0.100368742,0.020348527,-0.014757925,-9.165982,2110.253906,0.007976832,dwarf_f
